Index,Bankrupt?,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability,Cluster
117,0,0.50402184,0.570976886,0.554526474,0.618321106,0.618313899,0.999130854,0.797597801,0.809487949,0.303549904,0.781759028,0.000234395,0.000175388,0.471108763,0.0,0.117420792,0.195019173,0.195019173,0.195019173,0.227947433,0.322416354,0.01556332,0.107564531,0.182119455,0.022109406,0.848063191,0.689486077,0.689486077,0.217602663,6900000000.0,0.0004515,0.264110155,0.378022428,0.040892228,0.035548923,0.630612252,0.001757266,0.047555703,0.952444297,0.006380874,0.369637181,0.005365848,0.107520315,0.181155267,0.396898273,0.07946027,0.000986071,0.006407733,8920000000.0,0.000279148,0.019032258,0.020704141,0.403676986,0.009511886,0.934939165,0.736647145,0.786761375,0.531692143,0.036821226,0.076584404,0.036443041,0.360925384,0.277035136,0.010851806,0.689629024,0.74102558,0.327325949,0.0,0.94773838,0.00242415,0.020201205,0.000414138,0.000393813,0.594164788,0.000745913,0.671647102,0.142880074,0.689629024,0.327325949,0.110933234,0.711913433,0.494118637,0.597656745,0.322260954,0.007072215,0,0.818917845,0.000837337,0.624583229,0.618316222,0.841313219,0.276053789,0.0267912,0.565158602,1,0.080762063,0
124,0,0.421293814,0.473124727,0.463515177,0.598134882,0.598214157,0.998754285,0.797003905,0.808930575,0.303299988,0.781154254,0.000288744,0.000262488,0.454559942,0.000730073,0.0,0.169314399,0.169314399,0.169314399,0.201569443,0.315731768,0.007032987,0.088429281,0.160352489,0.021971698,0.847761187,0.685830622,0.685801364,0.217230289,5320000000.0,0.000399445,0.263154378,0.371493238,0.018736291,0.014259121,0.630581773,0.000993079,0.028872026,0.971127974,0.008068493,0.369799344,0.005365848,0.08845897,0.159467612,0.395480847,0.055472264,0.00178345,0.00354543,0.00011923,0.00037144,0.015322581,0.036170557,0.367076728,0.011528182,0.810871374,0.277284497,0.321077257,0.201037894,0.015656951,0.032378088,0.032542297,0.320775343,0.277100763,0.008300099,0.969521388,0.734688851,0.327130664,0.0,0.918486392,0.002031807,0.031617879,0.000215527,0.000190975,0.594021047,0.000366634,0.671564359,0.07625469,0.969521388,0.327130664,0.110933234,0.637297859,0.454833556,0.543741615,0.313981684,0.015655245,0,0.759264804,0.015207677,0.624037141,0.598131087,0.838148354,0.275499284,0.026781209,0.565110513,1,0.128572794,0
125,0,0.412177643,0.474269516,0.457733283,0.0,0.0,0.988045253,0.784311721,0.796606875,0.303525735,0.76787408,0.001407412,0.0,0.0,0.000345035,0.0,0.199443766,0.199443766,0.199443766,0.1987331,0.314599986,0.00025712,0.082078007,0.156737215,0.021600642,0.847191424,0.683591049,0.683591049,0.216859401,8580000000.0,0.000520174,0.262967884,0.372238367,1.0,1.0,0.63060506,474000000.0,0.001511624,0.998488376,0.004715752,0.369637181,0.006179317,0.082075333,0.156805671,0.393662843,0.00149925,0.049356315,0.000128086,19100000.0,0.0,0.009032258,0.00937679,0.050914724,0.0,0.818354549,0.253037822,0.242416821,0.000904087,1.0,0.010061762,0.0,0.231267612,0.27697486,0.0,0.063817399,0.734744723,0.326174539,0.0,0.931763592,0.0,0.002265579,0.007307076,0.007655675,0.598914538,6880000000.0,0.670040811,0.0,0.063817399,0.326174539,0.110933234,0.616907979,0.343843673,0.544180131,0.312114571,0.0,0,0.766285396,0.002466234,0.626785524,0.0,0.83865161,0.27481328,0.026788892,0.565147576,1,0.7435883,0
137,0,0.473943353,0.551515482,0.528454414,0.610163018,0.610163018,0.998959266,0.797469698,0.809391473,0.303685014,0.781625975,0.00027533,0.000128018,0.467372906,0.0,0.0,0.1947242,0.1947242,0.1947242,0.219249315,0.321885832,0.017469032,0.095106262,0.17556677,0.022109816,0.848148021,0.689910314,0.689921827,0.217662423,6860000000.0,0.000458387,0.264596592,0.382251034,0.031425799,0.028193221,0.630612252,0.002579816,0.064939384,0.935060616,0.027433306,0.369637181,0.005365848,0.095078737,0.174262876,0.397143443,0.083958021,0.000511296,0.012365456,19100000.0,0.00376055,0.020483871,0.004911652,0.39190656,0.000146771,0.932208472,0.854892798,0.819009556,0.488639568,0.031560493,0.052092849,0.049406324,0.353284659,0.27697486,0.0,0.698167542,0.741561527,0.327852199,0.0,0.935099764,0.002303532,0.026147364,0.000410741,0.000436132,0.594149581,0.000653539,0.671643607,0.009744549,0.698167542,0.327852199,0.110933234,0.711907944,0.485373534,0.592095606,0.322835178,0.009272944,0,0.807211568,0.00099128,0.624504279,0.610158271,0.840711112,0.276650422,0.026791157,0.565158396,1,0.059391971,0
162,0,0.498220641,0.549716529,0.54901226,0.616742818,0.616951815,0.999062681,0.797460429,0.80937611,0.303452258,0.781668782,0.000280765,0.000283881,0.484532347,0.0,0.084320275,0.184442291,0.184442291,0.184442291,0.221707478,0.328393577,0.015669192,0.102678935,0.174738269,0.022064367,0.847983902,0.689229769,0.689229769,0.217578747,7500000000.0,0.00046792,0.263500944,0.387457621,0.027703502,0.022971053,0.630627663,0.001737204,0.047071984,0.952928016,0.006477731,0.369637181,0.005365848,0.102317325,0.173290099,0.3966732,0.097451274,0.001241719,0.005096983,9760000000.0,0.000389596,0.021290323,0.020301691,0.398837656,0.007427684,0.869521867,0.495523045,0.552301959,0.292832689,0.023955104,0.040695634,0.037789114,0.39113266,0.277064269,0.010023518,0.721976341,0.737782787,0.327366156,0.0,0.934834838,0.002279011,0.036397995,0.00023927,0.000219686,0.594050359,0.000345523,0.671620653,0.135275855,0.721976341,0.327366156,0.110933234,0.695948358,0.486296368,0.646258692,0.320469195,0.010545619,0,0.806402865,0.006030317,0.624142513,0.616740593,0.840618558,0.276038991,0.02679553,0.565179163,1,0.081530778,0
163,0,0.482523278,0.527365896,0.526955404,0.597904265,0.597904265,0.998991388,0.797383511,0.809297341,0.303467243,0.781560992,4640000000.0,374000000.0,0.472895331,0.000218022,0.0,0.175298133,0.175298133,0.175298133,0.214143897,0.318950272,0.018164769,0.097793339,0.170143858,0.022139179,0.849713379,0.688978539,0.688978539,0.217550876,6210000000.0,0.000444213,0.263811766,0.378450877,0.049528083,0.025715327,0.630183148,0.00073683,0.021979019,0.978020981,0.005544948,0.369637181,0.005365848,0.097790154,0.169180303,0.396280661,0.136431784,0.00191939,0.003293527,0.00024209,0.000221654,0.02516129,0.024746266,0.394473214,0.014017715,0.841279967,0.313258743,0.372033014,0.025242675,0.040207207,0.009209834,0.014098069,0.35931188,0.277083526,0.024397061,0.53259988,0.735982468,0.326578797,0.0,0.930659002,0.00221632,0.026935045,9910000000.0,8720000000.0,0.593983141,1970000000.0,0.671569498,0.316228869,0.53259988,0.326578797,0.110933234,0.638295309,0.45466463,0.580005877,0.31409724,0.005793984,0,0.79379643,0.002319186,1.0,0.597900483,0.839932,0.275313508,0.027125306,0.566368921,1,0.163346659,0
186,0,0.489250719,0.550697776,0.531666577,0.59721962,0.59721962,0.998984224,0.797443551,0.809349289,0.303587368,0.781575589,4270000000.0,306000000.0,0.475265679,0.002429243,0.294159328,0.184105179,0.184105179,0.184105179,0.215656613,0.3195869,0.02547,0.097956192,0.175792724,0.022246624,0.849546483,0.689549498,0.689658911,0.217642636,6040000000.0,0.000453072,0.264117149,0.377444954,0.067179822,0.052141831,0.630719785,0.000558094,0.016930193,0.983069807,0.00571319,0.369637181,0.005365848,0.097985572,0.174783199,0.396898273,0.164917541,0.001704321,0.003708527,0.000214957,0.00032832,0.028709677,0.031532101,0.39441668,0.012464252,0.876860454,0.424048468,0.501494421,0.057446457,0.054672573,0.021158002,0.013961277,0.368189506,0.277078257,0.032614203,0.655389407,0.737476039,0.326567498,0.0,0.935370497,0.002424676,0.010283786,0.000111171,9780000000.0,0.593993261,3700000000.0,0.671573609,0.267678403,0.655389407,0.326567498,0.110933234,0.645562857,0.462511451,0.583016813,0.314827976,0.00419899,0,0.807673557,0.001879164,0.630836772,0.597216752,0.840619238,0.275183955,0.026815262,0.565270772,1,0.202808161,0
191,0,0.509091795,0.558275185,0.551153702,0.624850459,0.624850459,0.999073196,0.797716359,0.809533649,0.303877648,0.781797484,0.000397096,5550000000.0,0.496994707,0.0,0.286668691,0.186169989,0.186169989,0.186169989,0.221518389,0.322239513,0.006866615,0.098770458,0.178202907,0.022015045,0.847942046,0.689226595,0.689226595,0.217573249,5970000000.0,0.000438848,0.263284923,0.378050371,0.08622438,0.075200845,0.630612252,0.000352912,0.010944161,0.989055839,0.005478124,0.369637181,0.005365848,0.098775384,0.177264158,0.395758169,0.043478261,0.000744626,0.008482732,4110000000.0,6200000000.0,0.013870968,0.00759661,0.394778499,0.01509372,0.896553416,0.52298874,0.567828913,0.204016359,0.076299694,0.085228737,0.012252235,0.427334339,0.277037596,0.025941763,0.807755126,0.738208324,0.326511992,0.0,0.954112373,0.002342192,0.02533699,0.000521836,0.000487121,0.594256863,0.000494368,0.671510805,0.357699935,0.807755126,0.326511992,0.110933234,0.610098146,0.403133184,0.60634801,0.311371314,0.003207959,0,0.812597974,0.000457715,0.62467086,0.624852228,0.840845205,0.275034965,0.026791157,0.565158396,1,0.283930767,0
192,0,0.418173841,0.45813345,0.457840355,0.6099324,0.6099324,0.99878583,0.79716853,0.80909918,0.303521626,0.781340641,0.000445201,0.000300011,0.464101725,230000000.0,0.0,0.159875269,0.159875269,0.159875269,0.200623995,0.3188088,0.013839103,0.083950818,0.159373352,0.022045182,0.847850711,0.688664062,0.688664062,0.217517719,5710000000.0,0.00040733,0.26320644,0.379102865,0.023458273,0.016202384,0.630611909,0.002384665,0.061039393,0.938960607,0.014008601,0.369637181,0.005365848,0.084167929,0.158630571,0.399759922,0.124437781,0.001268096,0.004985121,4550000000.0,0.001951008,0.025322581,0.009320976,0.386501888,0.000428049,0.913399138,0.598621737,0.799746489,0.284120861,0.016931694,0.023225619,0.064578258,0.348577834,0.277165399,0.017195256,0.971316273,0.740419711,0.328329848,0.0,0.913863173,0.002114452,0.065998444,0.000242078,0.000184051,0.594044823,0.000234989,0.671580247,0.024222544,0.971316273,0.328329848,0.110933234,0.655363732,0.464261035,0.580854335,0.316032168,0.012483837,0,0.751323935,0.000455722,0.623916838,0.609927923,0.837426351,0.276508434,0.026791063,0.565157947,1,0.063212213,0
195,0,0.480232048,0.528347143,0.522726056,0.607280301,0.607280301,0.999016346,0.797391674,0.809301637,0.303429297,0.781562676,0.000171951,3450000000.0,0.461097271,0.000209021,0.0,0.180565505,0.180565505,0.180565505,0.214238442,0.317394072,0.029190677,0.102760362,0.171122995,0.022056987,0.84798002,0.689107343,0.689107343,0.2175612,5870000000.0,0.000412346,0.263320667,0.370207891,0.022447356,0.019825649,0.630134861,0.001465452,0.040723161,0.959276839,0.00808009,0.370619102,0.005365848,0.102431319,0.170122917,0.399339249,0.181409295,0.00077506,0.008148853,0.000580289,0.001903348,0.030967742,0.024637575,0.396508446,0.002366185,0.858954845,0.522265724,0.538815233,0.11232159,0.020980153,0.012993303,0.045494418,0.339789975,0.277023516,0.004137558,0.995647373,0.737129405,0.327572884,0.0,0.93095463,0.002224288,0.047909913,0.000106234,0.000108399,0.593975018,6480000000.0,0.671547401,0.072643124,0.995647373,0.327572884,0.110933234,0.587090319,0.426806104,0.5633168,0.308503006,0.01305225,0,0.794360786,0.000582109,0.624056082,0.60727839,0.839954579,0.275841898,0.026852832,0.565436259,1,0.093638612,0
