Index,Bankrupt?,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability,Cluster
76,0,0.424950032,0.483264283,0.471438514,0.597327722,0.597378169,0.998891093,0.797281001,0.809213624,0.303497939,0.781460922,0.000138417,8440000000.0,0.459309026,0.0,0.0,0.172896212,0.172896212,0.172896212,0.198260376,0.314529249,0.035028813,0.083869392,0.157415079,0.022047173,0.848001384,0.689175207,0.689175207,0.217573265,5710000000.0,0.00041307,0.263719297,0.369574532,0.014406195,0.010911593,0.630612252,0.005435942,0.110227651,0.889772349,0.008232536,0.369637181,0.005365848,0.083842233,0.156443707,0.403405308,0.182908546,0.001089548,0.005804873,8730000000.0,0.001944956,0.039677419,0.014922962,0.388480586,0.000984725,0.892191531,0.705837961,0.891709074,0.163447756,0.011016903,0.007424873,0.116591219,0.334431613,0.277183498,0.009101367,0.998156731,0.741252907,0.331086181,0.0,0.927445629,0.002099904,0.038329405,0.000181525,0.000146808,0.593992302,9280000000.0,0.671568046,0.05070981,0.998156731,0.331086181,0.110933234,0.633239381,0.457056424,0.542149832,0.313124323,0.020353066,0,0.766763091,0.001004444,0.624054455,0.597323446,0.837882553,0.278721601,0.026791157,0.565158396,1,0.034191044,2
84,0,0.484863257,0.543065853,0.539161625,0.599122213,0.599122213,0.998985611,0.797383511,0.80930997,0.303479328,0.781567589,7180000000.0,0.0,0.467555757,0.000627063,0.065492459,0.171505626,0.171505626,0.171505626,0.2149948,0.327191059,0.040942572,0.099991857,0.170445131,0.022043206,0.84795948,0.689143727,0.689143727,0.217563835,5910000000.0,0.000437176,0.263693654,0.389227302,0.006694519,0.004892781,0.634753976,0.007957395,0.137739215,0.862260785,0.005016641,0.378100934,0.005365848,0.099956031,0.169474399,0.401790942,0.190404798,0.001059114,0.005969678,0.000182857,0.000172481,0.048064516,0.020554323,0.393647814,0.015829285,0.762491419,0.298381462,0.398455602,0.072570695,0.004890085,0.003476345,0.110539449,0.354793712,0.27825859,0.005014726,0.759631483,0.732840717,0.331633051,0.008538171,0.931760184,0.002237829,0.022213367,7120000000.0,5560000000.0,0.593920919,4010000000.0,0.671578689,0.608504883,0.759631483,0.331633051,0.116959817,0.657905191,0.462039548,0.627771356,0.317177216,0.043113438,0,0.796970121,0.000939829,0.62352448,0.599121224,0.84012894,0.280549991,0.035113721,0.56962952,1,0.02672652,2
95,0,0.459123483,0.510957261,0.505808662,0.602660747,0.60258868,0.999016693,0.797317385,0.809256589,0.303298779,0.781503308,9620000000.0,3460000000.0,0.467267222,0.00049605,0.0,0.165732586,0.165521891,0.165521891,0.202514891,0.330975454,0.039172981,0.105447439,0.160126535,0.022090521,0.848067873,0.685937179,0.687983084,0.217418676,5590000000.0,0.000453421,0.26343878,0.400935137,0.006743817,0.005718121,0.628920494,0.011727264,0.166520543,0.833479457,0.006531847,0.378907272,0.006172004,0.105264872,0.160266948,0.403769712,0.166416792,0.00081361,0.007777403,0.000228905,0.00069976,0.053225806,0.04128784,0.399663056,0.00506356,0.766207063,0.440059424,0.49496124,0.10301112,0.005852186,0.004013781,0.13600644,0.354433749,0.277614057,0.002658021,0.777001737,0.733394066,0.334361461,0.00736538,0.926508907,0.002171371,0.042213557,0.00010401,968000000.0,0.593923871,6340000000.0,0.671580372,0.086908857,0.777001737,0.334361461,0.118779025,0.659895,0.461879454,0.63864435,0.318172038,0.042812007,0,0.781470021,0.044330421,0.623705415,0.602658445,0.838511681,0.283284064,0.026445386,0.562707878,1,0.021484238,2
102,0,0.48461951,0.534888792,0.532148402,0.604448032,0.604448032,0.99895788,0.79738033,0.809306715,0.303531777,0.78156436,0.000185018,0.0,0.464034624,0.000563056,0.98886527,0.166364671,0.166364671,0.166364671,0.214427531,0.320188159,0.08814677,0.094129143,0.17006854,0.022270044,0.84765463,0.689702654,0.689702654,0.217628486,7940000000.0,0.000443439,0.264162218,0.381431392,0.004149129,0.002814144,0.635163217,0.006688006,0.124981105,0.875018895,0.005446728,0.374799534,0.005365848,0.094085365,0.16906719,0.395026681,0.557721139,0.026571171,0.000238241,0.001310188,0.000857112,0.10516129,0.014781957,0.391793492,0.002006092,0.728507706,0.165190701,0.192575953,0.093508457,0.003522222,0.005789127,0.08542154,0.345809527,0.276760286,0.001975376,0.64325185,0.730341531,0.330082878,0.022864385,0.930487966,0.002229937,0.108327959,110000000.0,43700000.0,0.593910011,1970000000.0,0.671572915,0.280495315,0.64325185,0.330082878,0.1182919,0.646717428,0.460042865,0.585552925,0.315177968,0.067937499,0,0.795949651,0.000965122,0.623707769,0.604446608,0.840040496,0.27962919,0.036545094,0.569704688,1,0.0297962,2
108,0,0.470140886,0.525894025,0.519460357,0.595864743,0.595994465,0.998960653,0.797356258,0.809285883,0.303483921,0.781546676,4660000000.0,1680000000.0,0.461639113,0.000423042,0.0,0.236989592,0.236989592,0.236989592,0.209322114,0.318490486,0.0649606,0.095187688,0.164193718,0.022027403,0.847920083,0.689027533,0.68902736,0.21755296,6720000000.0,0.000480047,0.263553784,0.374259528,0.006529153,0.005656361,0.627081136,0.006727218,0.12540436,0.87459564,0.005427429,0.373951817,0.005836868,0.09519273,0.163396426,0.400664235,0.140929535,0.000742597,0.008522012,0.000258522,0.000289739,0.036774194,0.018216001,0.391929174,0.008344652,0.759927146,0.352955138,0.39158376,0.081161903,0.005751581,0.003861291,0.111304169,0.341292317,0.277749122,0.002363899,0.839175726,0.732590441,0.331277096,0.005086768,0.935639871,0.002169778,0.013441037,0.000104936,9910000000.0,0.59392165,6340000000.0,0.671571224,0.25574753,0.839175726,0.331277096,0.114210623,0.64115248,0.458915265,0.567188817,0.314278607,0.044166121,0,0.791207301,0.011975041,0.623553802,0.595860792,0.839659054,0.279658075,0.026245476,0.559778385,1,0.029682651,2
115,0,0.441963633,0.488552115,0.494137802,0.594697243,0.594697243,0.998901724,0.79728363,0.809219743,0.303480295,0.781470746,8480000000.0,0.0,0.460659437,0.000290029,0.0,0.16762884,0.16762884,0.16762884,0.198827645,0.316120818,0.037509264,0.084927937,0.156887851,0.021979504,0.847525944,0.686068232,0.686068232,0.217210936,6520000000.0,0.000409576,0.263263942,0.373942849,0.008249584,0.003351895,0.630194449,0.008733437,0.144632222,0.855367778,0.005236857,0.377513795,0.005365848,0.084892602,0.155923384,0.408957119,0.188905547,0.001219401,0.005188351,6520000000.0,0.000333616,0.045645161,0.012860773,0.389407747,0.005008571,0.797874564,0.273623265,0.633063231,0.031860812,0.003432079,0.001181675,0.142909548,0.338600031,0.278048258,0.012790302,0.939457836,0.735738034,0.333546847,0.00135306,0.920920242,0.00203576,0.023556289,0.000127303,5300000000.0,0.593940965,1840000000.0,0.671569234,0.294311814,0.939457836,0.333546847,0.112508783,0.636064299,0.458065692,0.554969334,0.313315441,0.035220091,0,0.769159788,0.000539275,0.622973389,0.594696552,0.837615353,0.281112596,0.026679979,0.56456595,1,0.025283563,2
116,0,0.415151367,0.47710423,0.463033353,0.604469652,0.604469652,0.998988615,0.797160783,0.809107122,0.303083667,0.781345553,0.000154606,263000000.0,0.45194132,0.000227023,0.0,0.163962749,0.163962749,0.163962749,0.199489458,0.305651836,0.015321324,0.097223353,0.157866988,0.02213153,0.848625296,0.688648827,0.688648827,0.217509692,702000000.0,0.000403487,0.263409252,0.346428971,0.012577808,0.008048789,0.630516363,0.006696213,0.125071802,0.874928198,0.006458015,0.374203448,0.005365848,0.097187617,0.156835834,0.401088927,0.097451274,0.000521441,0.012149417,9210000000.0,0.000478863,0.025,0.021791049,0.393975713,0.005764946,0.859851013,0.695970681,0.767659064,0.067344378,0.011037685,0.00310791,0.114757345,0.315981237,0.277101429,0.004329285,0.867919183,0.739739769,0.331424764,0.001645489,0.918326238,0.002094934,0.039200719,0.000326837,0.000301668,0.594035644,7710000000.0,0.671559132,0.100797679,0.867919183,0.331424764,0.112989574,0.628055687,0.456259643,0.464160526,0.312163142,0.023285356,0,0.764959172,0.000510049,0.624296108,0.604471317,0.837552718,0.27963532,0.02676314,0.56502117,1,0.029771992,2
129,0,0.473845854,0.496511121,0.523903849,0.614624022,0.614624022,0.999013227,0.797301614,0.809229247,0.303278718,0.781578957,0.000292907,0.0,0.453721178,0.000362036,0.0,0.167460284,0.167460284,0.167460284,0.216129337,0.307243404,0.026135487,0.101620389,0.162687354,0.022565861,0.848481164,0.689360737,0.689360737,0.217600018,713000000.0,0.000688866,0.26394542,0.351588987,0.005949435,0.005298901,0.630563965,0.006197394,0.119478792,0.880521208,0.0076985,0.370317145,0.005440187,0.10158451,0.161571526,0.397912444,0.15892054,0.001199111,0.005274596,0.000903967,0.001532664,0.045967742,0.011209847,0.393896565,0.00103514,0.750674761,0.364332175,0.377539014,0.088867815,0.005624539,0.004010477,0.117364318,0.3192595,0.294789817,0.001195747,0.928639996,0.731926506,0.331375577,0.0,0.920103405,0.002187361,0.077980493,8990000000.0,9210000000.0,0.593914642,6300000000.0,0.671475154,0.056843413,0.928639996,0.331375577,0.110933234,0.465587336,0.421709512,0.481252414,0.286809106,0.048289067,0,0.77651,0.001240954,0.623723514,0.614619829,0.838528733,0.2792737,0.026775695,0.565083574,1,0.031310653,2
130,0,0.551747672,0.561382468,0.597248247,0.6191643,0.619092233,0.999111904,0.79744784,0.809380797,0.303327783,0.781705834,0.000265964,0.0,0.469659378,0.000631063,0.0,0.172769795,0.172769795,0.172769795,0.232012858,0.336917309,0.027935327,0.114892924,0.176771861,0.022140538,0.848064674,0.689431284,0.689431284,0.217625404,9160000000.0,0.000488831,0.264162995,0.393316195,0.006810587,0.005329469,0.632567362,0.021003292,0.206790217,0.793209783,0.005463246,0.388490504,0.005951423,0.114864755,0.17578614,0.403142722,0.085457271,0.00060057,0.010517597,0.000741937,0.000188368,0.037419355,0.011688674,0.39782004,0.010429006,0.761945778,0.339913251,0.334369004,0.036654725,0.006767185,0.002119953,0.091473057,0.351216232,0.277079037,0.00046906,0.416155472,0.733471151,0.334128347,0.036906714,0.93445042,0.002277145,0.0325524,0.00017736,0.000186665,0.593930746,5360000000.0,0.671580555,0.266140837,0.416155472,0.334128347,0.149491713,0.650233304,0.460182029,0.63475124,0.316804982,0.042407009,0,0.804942186,0.013233444,0.623925423,0.619164332,0.841410452,0.290011427,0.02801168,0.567858997,1,0.016546232,2
135,1,0.438112417,0.49591147,0.487981155,0.595093616,0.595093616,0.998813677,0.796988134,0.808937996,0.303148201,0.781215026,0.000179121,102000000.0,0.462420842,0.000876088,0.0,0.158105432,0.158105432,0.158105432,0.199678548,0.319905213,0.009452939,0.088754987,0.156586578,0.021965092,0.847770787,0.688629207,0.688629207,0.217069165,5510000000.0,0.000395527,0.263500944,0.381273052,0.003983139,0.001341881,0.628996178,0.013352301,0.175953079,0.824046921,0.005478346,0.379219295,0.005708297,0.088711385,0.155591584,0.398685464,0.046476762,0.000549846,0.011493615,9970000000.0,0.000161134,0.020483871,0.019349911,0.382465345,0.015062807,0.701891227,0.336634808,0.382161917,0.007098153,0.003464984,0.000217004,0.173474004,0.343580592,0.276806292,0.001695657,0.941873391,0.726985807,0.337421606,7000000000.0,0.921638976,0.001999765,0.021809752,0.000319469,0.00028689,0.593809744,1580000000.0,0.671569284,0.152288189,0.941873391,0.337421606,0.110995525,0.641181004,0.45902006,0.58120224,0.314165946,0.070574201,0,0.766548104,0.012289125,0.622921908,0.595089152,0.836695636,0.284462246,0.02642281,0.562462268,1,0.020128788,2
