ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Expense Rate,Research and development expense rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Per Share Net profit before tax (Yuan ¥),Total Asset Growth Rate,Debt ratio %,Net worth/Assets,Net profit before tax/Paid-in capital,Total Asset Turnover,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Current Liability,Current Liabilities/Liability,Long-term Liability to Current Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Cash Turnover Rate,Current Liability to Liability,Cash Flow to Total Assets,CFO to Assets,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,Equity to Liability,Cluster_ID,Bankrupt?
0.523911666,0.585641082,0.566946839,0.5405405405405406,0.08507014028056112,5.263151515151516e-13,0.25053143,0.186886351,0.186886351,0.186886351,0.242034603,0.200195827,4.856856856856915e-16,0.19273211,0.80726789,0.19925345,0.229385307,2.5457257257257258e-14,1.3055075075075076e-13,0.070806452,1.3088426332288402e-12,0.813613071,0.786538532,0.875457342,0.079628336,2.1922507772020725e-13,0.199693717,0.334893921,3.039140262361251e-13,0.992435979,0.0,1.78038e-14,6.4559000000000645e-15,0.452,0.992435979,0.657113195,0.528917935,0.035666944,0,0.819018521,1.6799765784114224e-13,0.018040026,0,0
0.58631112,0.613497601,0.626050645,1.3415715715715715e-14,1.4341583166332667e-14,2.5154040404040403e-13,0.148091912,0.210062787,0.210062787,0.210062787,0.25763449,0.210062514,0.09179179179178269,0.125736917,0.874263083,0.207533369,0.095952024,1.6697397397397396e-14,1.6962462462462464e-14,0.026935484,3.925099268547544e-12,0.857588805,0.475329399,0.494859934,0.241011359,3.9056551295336785e-12,0.03352917,0.35974143,5.792454086781029e-13,0.243169045,2.1008253668763103e-12,2.3712200000000002e-14,1.3358100000000133e-14,3.14248e-14,0.243169045,0.721849447,0.642685005,0.010441311,0,0.83707169,1.3351478309572441e-11,0.029592077,0,0
0.733973578,0.747056258,0.758873601,4.8129829829829827e-14,1.0819939879759519e-14,0.0,0.205081486,0.220049724,0.220049724,0.220049724,0.313699537,0.270768999,2.658958958958987e-15,0.096109079,0.903890921,0.267310158,0.193403298,0.001911911911911912,3.013873873873874e-14,0.040322581,3.4166489028213164e-13,0.846155818,0.695744191,0.666541048,0.555203151,3.0738311917098448e-12,0.099061967,0.406384409,0.0,0.967436321,0.0,1.71431e-14,8.558400000000086e-15,3.9894000000000007e-14,0.967436321,0.813841016,0.772291745,0.023131304,0,0.895250374,7.409531568228181e-14,0.039613611,0,0
0.641495637,0.673953336,0.692703035,3.4088988988988987e-14,3.540310621242485e-14,0.0,0.038971556,0.176435886,0.176435886,0.176435886,0.247801834,0.19755969,1.6577577577577756e-15,0.079209118,0.920790882,0.196636754,0.307346327,1.0806406406406406e-14,4.665448448448448e-13,0.051774194,5.417711598746082e-14,0.918489533,0.583872703,0.882936635,0.246759099,1.601860310880829e-12,0.084415458,0.31809679,1.9016415741675074e-12,0.992137931,0.0,1.35632e-14,0.9069999999999989,1.0844800000000001e-14,0.992137931,0.537421917,0.505253996,0.014823303,0,0.863392767,2.9799796334012525e-14,0.048504061,0,0
0.51538049,0.574574793,0.557738637,0.34934934934934936,0.0,5.99049494949495e-13,0.259236765,0.211074122,0.211074122,0.211074122,0.248558192,0.206296603,1.6190190190190359e-15,0.217432052,0.782567948,0.205331423,0.382308846,1.3943143143143144e-14,3.9293963963963966e-13,0.144354839,5.185295715778474e-13,0.815386619,0.50584276,0.84813482,0.010910516,3.1680207253886013e-14,0.189315918,0.331175801,9.5561614530777e-13,0.833615232,4.696418238993711e-13,1.01067e-14,0.601999999999996,0.0385,0.833615232,0.643535286,0.498525791,0.034891722,0,0.810986269,2.771734215885975e-13,0.015540637,0,0
0.547603958,0.584986917,0.596873494,1.6772472472472472e-14,0.36773547094188375,8.303858585858587e-13,0.0,0.194513506,0.194513506,0.194513506,0.231634679,0.183550501,2.2473473473473694e-15,0.097771866,0.902228134,0.17868939,0.083958021,1.9809239239239238e-13,0.06356356356356356,0.021935484,1.0016220480668758e-12,0.799030468,0.383532526,0.371272316,0.251115782,2.242651917098446e-12,0.061229524,0.361731372,3.103269424823411e-14,0.58357273,1.1035492662473795e-12,2.24093e-14,1.3817400000000138e-14,4.11949e-14,0.58357273,0.752874581,0.632280516,0.025563083,0,0.81931097,2.963126272912454e-14,0.038897797,0,0
0.551845171,0.596652857,0.591626961,0.8688688688688688,0.0,6.626929292929293e-13,0.261767385,0.177152248,0.177152248,0.177152248,0.234376477,0.245989305,2.784684684684713e-15,0.122441576,0.877558424,0.188077822,0.268365817,3.7985085085085085e-14,1.6023513513513514e-13,0.073387097,2.295080459770115e-13,0.883700869,0.771356266,0.808578802,0.345136853,1.8820337823834198e-12,0.100584372,0.355309627,3.435965691220989e-13,0.775249066,0.0,1.4780800000000002e-14,4.629900000000048e-15,1.78878e-14,0.775249066,0.754819703,0.623020913,0.019346181,0,0.824382162,2.1258452138493086e-14,0.030481413,0,0
0.477063326,0.509703445,0.516890626,0.27927927927927926,0.0,1.5254040404040404e-13,0.0,0.15654629,0.15654629,0.15654629,0.203271249,0.166151992,0.3003003003002933,0.186504217,0.813495783,0.162393485,0.122938531,2.867047047047047e-14,2.7185485485485484e-14,0.036451613,0.0024242424242424242,0.811924965,0.865250075,0.853293282,0.020187778,5.697751295336788e-14,0.194780636,0.34114598,6.22473259334006e-14,0.999796819,0.0,1.99174e-14,1.0827500000000109e-14,0.13,0.999796819,0.630426674,0.56756638,0.035688,0,0.732172397,2.9462881873727387e-13,0.018772695,0,0
0.450153561,0.512374618,0.497403501,1.1667867867867868e-14,0.0,6.020808080808081e-13,0.0,0.168724453,0.168724453,0.168724453,0.206202137,0.164344355,3.7937937937938456e-16,0.194122804,0.805877196,0.163381344,0.290854573,2.9607707707707706e-14,4.542091191191191e-12,0.082419355,1.0,0.8077616,0.757453554,0.84089234,0.121612035,3.417303626943005e-13,0.195640328,0.341332361,2.9314853683148335e-13,0.965105337,0.05555555555555555,1.3084600000000001e-14,2.232900000000024e-15,0.543,0.965105337,0.651181523,0.568851145,0.036375158,0,0.786651339,3.91662932790228e-14,0.017883309,0,0
0.505825574,0.576319232,0.561218481,2.8139339339339338e-14,0.5,3.3336666666666663e-13,0.025002531,0.333487843,0.333487843,0.333487843,0.242034603,0.193191233,2.15806806806809e-14,0.040481301,0.959518699,0.190430586,0.122938531,2.0866966966966968e-14,6.451811811811812e-14,0.024516129,5.390711598746082e-13,0.793168529,0.249117181,0.292289286,0.012898368,1.6145108808290157e-13,0.043549102,0.350697304,6.077282542885974e-13,0.95788651,0.0,1.49563e-14,3.180000000000032e-15,0.184,0.95788651,0.64317425,0.578718513,0.023021409,0,0.812622106,1.6044127291242526e-12,0.094151019,0,0
0.513333008,0.568414741,0.559773007,1.985155155155155e-14,0.8867735470941883,1.7274444444444445e-13,0.23079259,0.202098521,0.202098521,0.202098521,0.225772903,0.183475183,4.679679679679732e-16,0.046890589,0.953109411,0.180868713,0.061469265,0.057157157157157155,1.1434534534534534e-14,0.016451613,5.866566353187043e-13,0.794790929,0.195881552,0.293288789,0.007857891,1.0185647668393783e-13,0.042037165,0.404607016,1.2395770938446015e-12,0.806778672,2.5068784067085953e-13,2.2836100000000002e-14,5.552800000000057e-15,0.165,0.806778672,0.64099608,0.667714468,0.022145436,0,0.814181056,2.5520254582484985e-13,0.081827228,0,0
0.493150685,0.564816834,0.547995075,0.10810810810810811,0.008507014028056111,2.4891373737373736e-12,0.013969025,0.292781594,0.292781594,0.292781594,0.237307365,0.188446185,5.066066066066119e-16,0.040783626,0.959216374,0.18748209,0.065967016,5.062762762762763e-14,2.324772772772773e-13,0.017096774,1.8834611285266457e-12,0.792178024,0.287153178,0.289068535,0.146877355,1.8334304663212437e-12,0.043670589,0.342594459,1.5785590312815338e-13,0.954143983,0.0,2.1160400000000002e-14,1.1644300000000114e-14,2.91768e-14,0.954143983,0.649278201,0.56729982,0.023340175,0,0.812563975,1.9342072301425856e-12,0.093502281,0,0
0.619655828,0.654055822,0.675999786,0.2872872872872873,0.09529058116232465,3.131626262626263e-13,0.086850896,0.209894231,0.209894231,0.209894231,0.265387161,0.211644197,0.07147147147146217,0.036067358,0.963932642,0.21036121,0.130434783,2.341071071071071e-14,1.7038238238238238e-14,0.025645161,9.788640543364682e-13,0.886196904,0.593943809,0.618426068,0.340902848,4.711257823834197e-12,0.039398804,0.445376538,6.18229263370333e-13,0.962307793,0.0,1.94563e-14,9.245800000000092e-15,2.96506e-14,0.962307793,0.672902447,0.697815257,0.009806762,0,0.865343652,9.585493890020465e-13,0.104902434,0,0
0.592307317,0.675534235,0.659778361,0.6966966966966966,0.6482965931863728,1.5456060606060605e-13,0.0,0.268130294,0.268130294,0.268130294,0.320695849,0.260601039,3.044844844844875e-15,0.111618345,0.888381655,0.252695875,0.425787106,2.3449049049049047e-14,1.935240840840841e-12,0.087258065,7.348965517241378e-14,0.903016145,0.743626452,0.936076225,0.299006787,1.3898850777202073e-12,0.118079118,0.340418322,9.412360242179618e-13,0.998722987,0.0,1.04482e-14,0.08579999999999084,0.984,0.998722987,0.714669029,0.56371748,0.019631498,0,0.861756285,2.791995926680273e-13,0.033727921,0,0
0.457904743,0.492640645,0.505219766,1.471211211211211e-14,0.6462925851703407,5.818767676767677e-13,0.0,0.161181577,0.161181577,0.161181577,0.209983927,0.161030353,0.0655655655655562,0.106357892,0.893642108,0.160892844,0.110944528,0.4344344344344344,2.741261261261261e-14,0.028548387,1.1403290491118077e-12,0.85001307,0.292676201,0.562782814,0.143487673,1.2481055958549223e-12,0.062878216,0.335782235,2.223797679112008e-12,0.551952545,9.446607966457022e-13,2.02681e-14,5.294000000000074e-16,1.42291e-14,0.551952545,0.674496563,0.547612303,0.017328456,0,0.769997265,6.37066191446035e-14,0.035548242,0,0
0.538780286,0.593600087,0.577118689,2.5453953953953952e-14,0.005270541082164328,4.3034646464646463e-13,0.267942099,0.176014496,0.176014496,0.176014496,0.226812896,0.2191007,1.1762962962963083e-14,0.090485836,0.909514164,0.182369354,0.167916042,1.0615215215215214e-14,9.889749749749749e-14,0.037258065,1.971121212121212e-13,0.840716942,0.480465486,0.56487709,0.170675519,1.2638679792746115e-12,0.073942969,0.336094394,7.011010090817357e-13,0.762791385,4.062379454926625e-14,1.9617300000000003e-14,7.103500000000073e-15,1.63593e-14,0.762791385,0.712343969,0.550964546,0.020331976,0,0.819857896,3.056904276985774e-14,0.04222497,0,0
0.375810462,0.453227213,0.453236255,1.1193193193193192e-14,0.5651302605210421,1.2273959595959596e-12,0.0,0.139437866,0.139437866,0.139437866,0.192682235,0.146117346,2.5725725725728078e-17,0.235541313,0.764458687,0.14510972,0.635682159,1.8055355355355355e-14,3.7393253253253253e-13,0.217258065,1.1333333333333333e-13,0.828582482,0.423231862,0.857577565,0.099694142,3.088300518134715e-13,0.177421752,0.326721706,1.2679483350151362e-12,0.720284976,0.0,0.0522,0.23899999999999236,0.201,0.720284976,0.601940966,0.45954974,0.03232577,0,0.75067227,2.6760896130346505e-14,0.014037154,0,0
0.521620436,0.58051679,0.566625622,1.3843943943943942e-14,0.16132264529058116,1.1314242424242424e-13,0.159833991,0.190763137,0.200665796,0.200665796,0.224732911,0.179633953,2.699299299299328e-15,0.029688303,0.970311697,0.180031672,0.103448276,1.3618018018018017e-14,3.2031931931931934e-14,0.022096774,1.729680146290491e-12,0.919790778,0.701288377,0.719160216,0.032598376,5.419853886010363e-13,0.03266832,0.401092561,7.120827447023209e-13,0.948965438,2.6348427672955976e-14,3.62687e-14,2.600380000000026e-14,0.44,0.948965438,0.631796314,0.629355671,0.006934528,0,0.818598023,2.1119175152749705e-13,0.12530532,0,0
0.609808414,0.661306149,0.644681193,1.3311511511511511e-14,0.3096192384769539,0.0,0.201437392,0.212043319,0.212043319,0.212043319,0.258674482,0.218950064,2.9642642642642947e-15,0.053451038,0.946548962,0.213452982,0.275862069,6.063083083083082e-14,2.686740740740741e-13,0.046612903,2.809802507836991e-13,0.867310399,0.601706817,0.596727391,0.204873911,2.075939067357513e-12,0.053909388,0.396423137,1.8600736629667003e-13,0.917333314,0.0,1.02688e-14,9.477000000000103e-16,1.03722e-14,0.917333314,0.723390606,0.666012329,0.01398143,0,0.855448146,3.1790203665988106e-13,0.072056116,0,0
0.532784088,0.590983428,0.575940896,0.7697697697697697,0.18336673346693386,1.0223242424242426e-12,0.236258731,0.215414437,0.215414437,0.215414437,0.248558192,0.209685923,3.543543543543591e-16,0.151525229,0.848474771,0.204456677,0.304347826,5.332452452452452e-14,1.0450120120120121e-13,0.086612903,4.5250334378265415e-13,0.854252577,0.819498443,0.848739567,0.130214958,4.901421761658031e-13,0.145929793,0.332868041,2.1686508577194753e-13,0.916494979,1.6721928721174004e-13,1.25175e-14,2.6238000000000266e-15,0.554,0.916494979,0.679503302,0.52642995,0.026826982,0,0.822142484,3.0034348268839413e-13,0.023972605,0,0
0.545556476,0.552769298,0.567964024,2.891491491491491e-14,1.3014629258517035e-14,0.0,0.56068428,0.175888079,0.175888079,0.175888079,0.219911128,0.179407999,0.05215215215214266,0.02466971,0.97533029,0.178576276,0.08095952,3.2228028028028026e-14,1.2797597597597598e-14,0.018870968,1.7820083594566354e-12,0.849007843,0.41369819,0.410767863,0.26346405,8.154137098445596e-12,0.017328232,0.351065406,4.0444288597376386e-13,0.592029026,0.0,1.83941e-14,9.148100000000094e-15,3.25668e-14,0.592029026,0.571044581,0.574051894,0.006454711,0,0.810024175,6.948289205702718e-14,0.147778908,0,0
0.468093404,0.534616223,0.51887146,0.10510510510510511,0.008507014028056111,3.727646464646465e-13,0.0,0.206565252,0.206565252,0.206565252,0.21282027,0.168034948,0.042842842842833254,0.099011398,0.900988602,0.167114094,1.0,1.0462152152152153e-13,8.928793793793795e-13,0.194032258,1.0381358411703238e-12,0.867831106,0.626020043,0.750602712,0.142338375,7.762534715025906e-13,0.100573794,0.377817625,7.44835721493441e-13,0.954327591,4.151205450733753e-14,0.117,0.12799999999999126,0.131,0.954327591,0.620696169,0.685409821,0.020847605,0,0.793572616,3.7547352342159245e-13,0.038377318,0,0
0.500853118,0.561327955,0.55688206,2.419219219219219e-14,1.9836673346693387e-14,2.4244848484848484e-13,0.0,0.260376722,0.260376722,0.260376722,0.230311052,0.184454319,5.034034034034099e-16,0.040148744,0.959851256,0.18184149,0.067466267,0.058358358358358356,0.8258258258258259,0.017741935,1.7648229885057473e-12,0.868752522,0.485902972,0.572073851,0.31606903,3.853572227979275e-12,0.044722665,0.3495484,1.1762724520686176e-12,0.991335026,0.22431865828092243,4.20205e-14,2.621540000000026e-14,6.16384e-14,0.991335026,0.681209003,0.577003551,0.012073881,0,0.810519469,2.1746079429735458e-13,0.094887737,0,0
0.55311266,0.612243785,0.607848386,1.0707107107107108e-14,0.02635270541082164,2.171939393939394e-13,0.076930863,0.201887826,0.201887826,0.201887826,0.24335823,0.199216691,1.4386386386386536e-15,0.092450948,0.907549052,0.192821054,0.20089955,1.5186386386386388e-14,3.4682282282282285e-14,0.039677419,5.021057471264368e-13,0.860721846,0.565039599,0.654177879,0.081779812,5.675107772020725e-13,0.078936127,0.38206416,7.090172552976791e-13,0.7982088,3.0191519916142556e-13,1.54771e-14,3.778500000000037e-15,0.545,0.7982088,0.650855417,0.690661596,0.018742575,0,0.83386868,4.0932861507128724e-13,0.041279245,0,0
0.473650856,0.550370693,0.526687724,1.1679379379379378e-14,0.0,0.0,0.0,0.142176899,0.142176899,0.142176899,0.215467524,0.171574904,2.3752352352352586e-14,0.146143846,0.853856154,0.170266194,0.031484258,0.13913913913913914,1.3554854854854855e-14,0.015,2.7621640543364685e-13,0.835881367,0.510262402,0.806439972,0.377212217,1.3497329533678758e-12,0.153537079,0.34239158,1.0288291624621594e-12,1.0,0.0,1.7420570000000001e-13,1.01163500000001e-13,2.113776e-13,1.0,0.80199172,0.572818074,0.029720733,0,0.803030893,8.906568228105998e-14,0.024985534,0,0
0.466484668,0.539413432,0.516408801,0.7477477477477478,0.0,4.0408080808080807e-13,0.180888754,0.165100501,0.165100501,0.165100501,0.212914815,0.171122995,0.07167167167166238,0.192943737,0.807056263,0.170175703,0.226386807,1.9069069069069068e-14,9.238508508508509e-14,0.073064516,9.182056426332287e-13,0.804032746,0.740824017,0.821939,0.015128668,4.28699481865285e-14,0.194000955,0.342491006,2.8786740665993946e-13,0.96266665,7.766593291404612e-14,1.45119e-14,3.5330000000000343e-15,0.07590000000000001,0.96266665,0.635150422,0.57601438,0.036900148,0,0.797529456,9.3353665987781e-14,0.018015352,0,0
0.499146882,0.559147405,0.54371219,0.5895895895895896,0.06633266533066132,3.9094848484848487e-13,0.292843405,0.181366146,0.181366146,0.181366146,0.227380165,0.184755592,1.1816816816816949e-15,0.191613508,0.808386492,0.182271322,0.374812594,1.4536136136136136e-14,7.003094094094094e-13,0.112903226,1.7536781609195402e-13,0.831316439,0.592683406,0.8787185,0.0272314,8.276269430051814e-14,0.180848195,0.328665644,8.554799192734611e-13,0.902634501,2.0286205450733753e-13,1.06157e-14,0.7269999999999972,0.09670000000000001,0.902634501,0.644121751,0.490735777,0.032160447,0,0.80682956,2.590879837067236e-13,0.018167276,0,0
0.52917662,0.583951156,0.569088281,1.2998998998999e-14,0.0,2.464888888888889e-13,0.271282518,0.190678859,0.190678859,0.190678859,0.230500142,0.188596822,2.6416416416416793e-16,0.07425099,0.92574901,0.186381118,0.208395802,0.001911911911911912,6.474534534534534e-14,0.038064516,9.428439916405434e-13,0.765443799,0.220858811,0.211588491,0.045656074,4.999253886010363e-13,0.04985115,0.3434702,0.0,0.61931202,0.0,0.37,0.44899999999999446,0.0282,0.61931202,0.595420537,0.571522961,0.036202264,0,0.821808543,7.211395112016367e-14,0.051850364,0,0
0.723882416,0.760248583,0.74436533,7.10024024024024e-14,0.0,9.016053535353536e-12,0.198906772,0.18199823,0.18199823,0.18199823,0.297059658,0.682609023,6.296696696696759e-15,0.158750794,0.841249206,0.250953925,0.449775112,0.6736736736736737,5.3613613613613616e-14,0.229516129,1.6931191222570532e-13,0.709857588,0.207459744,0.373518792,0.120267927,4.082037305699482e-13,0.161889169,0.359479817,5.370238143289607e-13,0.972335143,0.850104821802935,0.337,0.17899999999999178,0.4,0.972335143,0.68830128,0.661163895,0.067356406,0,0.89171835,3.520468431771928e-15,0.022714847,0,0
0.579632428,0.621565635,0.613844424,0.47347347347347346,0.027254509018036072,2.8184646464646466e-13,0.254377973,0.237621676,0.237621676,0.237621676,0.275787085,0.233411162,0.09859859859858958,0.119509024,0.880490976,0.212035291,0.23838081,3.433193193193193e-14,2.1074404404404406e-13,0.053387097,5.511146290491118e-13,0.857014872,0.694315109,0.720707096,0.23974929,1.2704502590673576e-12,0.103520054,0.361951248,2.6642522704339054e-13,0.817424962,2.3535041928721174e-13,1.34886e-14,3.5342000000000344e-15,1.28217e-14,0.817424962,0.722070546,0.647549386,0.022358514,0,0.840692025,3.8828696537678606e-13,0.031302701,0,0
0.610198411,0.653674226,0.643182183,1.2917917917917918e-14,0.06432865731462925,0.0,0.222087256,0.181450423,0.181450423,0.181450423,0.242507327,0.201174964,3.203203203203576e-18,0.046316171,0.953683829,0.198325918,0.233883058,0.5895895895895896,1.7250270270270268e-13,0.039354839,1.486705329153605e-13,0.959009529,0.526652418,0.910447468,0.18487663,2.12637481865285e-12,0.047436671,0.319000558,4.226537436932391e-12,0.922275892,0.0,1.78533e-14,3.322000000000049e-16,1.01241e-14,0.922275892,0.715618025,0.530021541,0.007978075,0,0.85680509,3.7692464358452526e-14,0.082844669,0,0
