ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Expense Rate,Research and development expense rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Per Share Net profit before tax (Yuan ¥),Total Asset Growth Rate,Debt ratio %,Net worth/Assets,Net profit before tax/Paid-in capital,Total Asset Turnover,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Current Liability,Current Liabilities/Liability,Long-term Liability to Current Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Cash Turnover Rate,Current Liability to Liability,Cash Flow to Total Assets,CFO to Assets,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,Equity to Liability,Cluster_ID,Bankrupt?
0.427923756,0.525294374,0.510626907,2.6136836836836836e-14,1.886693386773547e-14,1.2132525252525253e-12,0.0,0.168640175,0.168640175,0.168640175,0.212158457,0.161482263,1.646396396396413e-14,0.089488164,0.910511836,0.163283312,0.193403298,0.4644644644644645,1.2093363363363364e-13,0.038548387,1.6891797283176594e-13,0.914311776,0.362906908,0.903765709,0.088193603,5.064246632124353e-13,0.095494722,0.258394735,2.890886781029263e-12,0.999201254,0.0,2.89517e-14,1.448000000000014e-15,0.765,0.999201254,0.633381179,0.321764821,0.016406425,0,0.792870855,7.26392057026484e-14,0.042723803,6,0
0.424950032,0.483264283,0.471438514,1.3855555555555555e-14,0.845691382765531,0.0,0.0,0.172896212,0.172896212,0.172896212,0.198260376,0.157415079,0.5715715715715672,0.110227651,0.889772349,0.156443707,0.182908546,0.8738738738738738,1.946902902902903e-13,0.039677419,1.0289707419017765e-13,0.892191531,0.705837961,0.891709074,0.163447756,7.694168911917099e-13,0.116591219,0.334431613,9.18402320887992e-13,0.998156731,0.0,1.81525e-14,4.678600000000049e-15,0.928,0.998156731,0.633239381,0.542149832,0.020353066,0,0.766763091,9.194378818737363e-14,0.034191044,6,0
0.471554624,0.532871784,0.524492746,1.7501701701701703e-14,0.10020040080160321,5.707646464646465e-13,0.0,0.196451898,0.196451898,0.196451898,0.214616621,0.169014085,0.9349349349349343,0.079813768,0.920186232,0.168071789,0.070464768,1.26998998998999e-14,1.824984984984985e-14,0.019032258,7.191974921630094e-13,0.791264208,0.272033546,0.327165691,0.038686533,3.7488259067357515e-13,0.056392964,0.338803258,5.83839858728557e-13,0.654566431,4.552135220125786e-13,2.12903e-14,8.146200000000083e-15,0.685,0.654566431,0.606365478,0.55966205,0.026681819,0,0.796148959,1.137978615071295e-13,0.048139984,6,0
0.512748013,0.575719581,0.559398255,1.145945945945946e-14,0.3466933867735471,1.46479797979798e-13,0.195363903,0.202983439,0.202983439,0.202983439,0.232201948,0.187693003,0.7387387387387361,0.069897512,0.930102488,0.186712918,0.157421289,4.4143843843843845e-14,9.147637637637638e-14,0.031774194,7.818307210031348e-13,0.814699285,0.427188174,0.448345871,0.080851033,6.571048704663212e-13,0.067329347,0.342934377,2.876106962663976e-13,0.890317583,0.0,1.12092e-14,1.203200000000013e-15,0.5860000000000001,0.890317583,0.6550263,0.569883534,0.023309392,0,0.820881077,1.0259276985743485e-13,0.055148903,6,0
0.494076927,0.556803314,0.546174849,2.8336136136136135e-14,1.173867735470942e-14,2.646727272727273e-13,0.0,0.173907547,0.173907547,0.173907547,0.222652926,0.176470588,0.639639639639636,0.12310669,0.87689331,0.175476963,0.112443778,0.6276276276276276,1.824984984984985e-14,0.03016129,1.2419025078369907e-12,0.847652485,0.421629858,0.573873782,0.091751456,7.284979274611399e-13,0.068930154,0.34367231,1.22157931382442e-12,0.524353773,1.1331054507337526e-12,2.00839e-14,5.022700000000051e-15,0.885,0.524353773,0.603861677,0.57668327,0.01864394,0,0.809869803,4.386731160896175e-14,0.030293652,6,0
0.520401696,0.577954645,0.568178168,1.5777077077077077e-14,0.4759519038076152,7.374474747474748e-13,0.187468367,0.215751549,0.215751549,0.215751549,0.237118276,0.192136778,0.73273273273273,0.088913747,0.911086253,0.191079104,0.179910045,1.276115115115115e-13,6.565405405405405e-14,0.036451613,1.0158084639498433e-12,0.80482002,0.506960588,0.494875255,0.145478352,8.604954404145078e-13,0.092691857,0.354603252,4.9232593340060546e-14,0.975683351,0.0,1.07894e-14,1.6710000000000179e-15,0.925,0.975683351,0.63693661,0.60548469,0.029133848,0,0.821364163,4.998851323828971e-13,0.043017473,6,0
0.549846439,0.611371566,0.586487499,1.279059059059059e-14,0.22645290581162325,2.2123434343434345e-13,0.238080777,0.208672201,0.208672201,0.208672201,0.247423655,0.20727574,0.5855855855855814,0.057683587,0.942316413,0.206326823,0.185907046,3.0984784784784786e-14,2.1241001001001e-13,0.036129032,8.820333333333335e-13,0.857686221,0.55186558,0.583987933,0.126095564,1.134259378238342e-12,0.060787141,0.381703985,4.5023319878910196e-13,0.963963804,0.0,1.1313400000000001e-14,1.199400000000014e-15,0.7100000000000001,0.963963804,0.642360872,0.644678248,0.016134771,0,0.844743375,2.6324226069246707e-13,0.066861994,6,0
0.526300395,0.590656345,0.574709567,1.0973273273273273e-14,0.0,1.7880606060606063e-13,0.150926207,0.182672454,0.182672454,0.182672454,0.229838328,0.187617685,0.08988988988988078,0.102548599,0.897451401,0.186645049,0.143928036,1.994884884884885e-14,3.801421421421422e-14,0.030967742,2.5410971786833856e-13,0.792704152,0.430644676,0.483798543,0.091264145,4.86641139896373e-13,0.102873546,0.353548102,3.4385630676084764e-13,0.943577173,8.303983228511529e-14,1.4662099999999998e-14,3.5037000000000368e-15,0.78,0.943577173,0.594825072,0.607932729,0.03308773,0,0.826326286,8.212576374745501e-14,0.036962073,6,0
0.517476722,0.574847362,0.561164945,7.586406406406407e-14,0.6052104208416833,1.0182838383838384e-12,0.221378682,0.180944756,0.180944756,0.180944756,0.22728562,0.183324546,0.6876876876876845,0.073676573,0.926323427,0.182022472,0.085457271,0.47647647647647645,1.5448048048048048e-14,0.020967742,2.0714972831765934e-12,0.820661385,0.281141849,0.320430461,0.037098752,9.35855958549223e-13,0.021368318,0.353009739,1.1667728557013118e-12,0.26153051,1.4391761006289306e-13,1.50793e-14,3.6879000000000385e-15,0.48800000000000004,0.26153051,0.635783156,0.594891046,0.010275586,0,0.820943441,2.0553299389002248e-13,0.052260417,6,0
0.551747672,0.561382468,0.597248247,2.6623023023023022e-14,0.0,6.374373737373737e-13,0.0,0.172769795,0.172769795,0.172769795,0.232012858,0.176771861,0.916916916916916,0.206790217,0.793209783,0.17578614,0.085457271,7.426796796796798e-14,1.8855655655655655e-14,0.037419355,1.0897602925809821e-12,0.761945778,0.339913251,0.334369004,0.036654725,2.1968424870466322e-13,0.091473057,0.351216232,4.733198789101917e-14,0.416155472,3.8686283018867926e-12,1.7736e-14,8.664300000000085e-15,0.536,0.416155472,0.650233304,0.63475124,0.042407009,0,0.804942186,1.3372594704684455e-12,0.016546232,6,0
0.507726807,0.560346707,0.557845709,1.0487187187187187e-14,0.22645290581162325,3.6670303030303034e-13,0.003036745,0.210947706,0.210947706,0.210989845,0.231540134,0.182872637,0.6056056056056016,0.134776431,0.865223569,0.180612322,0.08095952,1.0175275275275276e-14,1.7038238238238238e-14,0.026935484,1.2040599791013586e-12,0.806483022,0.269500694,0.352989903,0.040906732,4.722245595854923e-13,0.047260918,0.3525746,9.907743693239152e-13,0.324384025,2.7693784067085955e-12,1.66644e-14,3.04640000000003e-15,0.536,0.324384025,0.649919168,0.616743853,0.020723813,0,0.810721803,6.879261710794367e-13,0.027389248,6,0
0.434894945,0.496783689,0.487874083,3.021131131131131e-14,0.6513026052104208,3.3841818181818185e-13,0.0,0.155872066,0.155872066,0.155872066,0.19476222,0.15101303,0.6816816816816784,0.221725066,0.778274934,0.15000377,0.131934033,5.378348348348348e-14,1.9385685685685687e-14,0.057096774,8.229453500522466e-13,0.741336438,0.479891567,0.473201375,0.039099008,1.3664725388601036e-13,0.157206906,0.348700385,4.256508577194753e-14,0.676458395,1.4894622641509433e-12,1.41042e-14,4.919200000000049e-15,0.33,0.676458395,0.65159349,0.621828801,0.051766317,0,0.772771229,1.9376374745417715e-14,0.015163711,6,0
0.60225223,0.65825338,0.641469029,1.0081981981981981e-14,0.4308617234468938,0.0707070707070707,0.178358133,0.204163331,0.204163331,0.204163331,0.268318049,0.221887475,0.8518518518518503,0.089578861,0.910421139,0.220986351,0.250374813,1.0041341341341342e-14,1.413794794794795e-13,0.048870968,2.1599404388714735e-13,0.888083531,0.585089622,0.803912165,0.154537473,8.991566839378239e-13,0.094238148,0.352713247,1.2820219979818364e-12,0.984923153,0.0,1.36191e-14,1.1470000000000322e-16,0.748,0.984923153,0.648502493,0.600196172,0.018218233,0,0.863008678,5.345050916497e-14,0.042677712,6,0
0.480232048,0.528347143,0.522726056,1.721231231231231e-14,0.3456913827655311,2.1113232323232322e-13,0.0,0.180565505,0.180565505,0.180565505,0.214238442,0.171122995,0.5875875875875834,0.040723161,0.959276839,0.170122917,0.181409295,5.808698698698699e-14,1.9052532532532533e-13,0.030967742,2.4725026123301985e-13,0.858954845,0.522265724,0.538815233,0.11232159,1.3464562694300519e-12,0.045494418,0.339789975,4.175134207870838e-13,0.995647373,0.0,1.06234e-14,8.377000000000096e-16,0.648,0.995647373,0.587090319,0.5633168,0.01305225,0,0.794360786,4.893615071283146e-14,0.093638612,6,0
0.496709404,0.552496729,0.549440548,0.3173173173173173,0.0,8.253353535353536e-13,0.293349529,0.174918882,0.174918882,0.174918882,0.219249315,0.175792724,0.636636636636633,0.213622759,0.786377241,0.174843526,0.113943028,0.3993993993993994,2.074874874874875e-14,0.052741935,4.926569487983281e-13,0.764706556,0.434370145,0.72099759,0.076529459,2.0318176165803112e-13,0.207094178,0.356889897,7.327623612512614e-13,0.929588732,2.1981865828092242e-13,2.51878e-14,5.275000000000052e-15,0.728,0.929588732,0.669427841,0.67590265,0.044910406,0,0.800163843,4.5209378818737736e-13,0.015891377,6,0
0.483937016,0.549716529,0.538786873,2.225915915915916e-14,0.8627254509018036,3.0407070707070705e-13,0.0,0.183978762,0.183978762,0.183978762,0.221612934,0.174436996,0.8638638638638625,0.145327569,0.854672431,0.173350426,0.122938531,0.7577577577577578,4.0210210210210214e-14,0.033064516,4.659648902821317e-13,0.815801196,0.503886612,0.64040625,0.090522709,3.9735917098445597e-13,0.125067085,0.342947583,6.265867810292634e-13,0.816659518,4.4055220125786164e-13,2.31048e-14,8.523300000000085e-15,0.893,0.816659518,0.658606658,0.575389966,0.030446909,0,0.804816459,5.533389002036716e-13,0.025146962,6,0
0.524935407,0.583842128,0.57235398,1.896026026026026e-14,0.09148296593186372,2.4952020202020204e-13,0.17744711,0.207829421,0.207829421,0.207829421,0.245060036,0.199517963,0.7467467467467441,0.13148109,0.86851891,0.198552145,0.134932534,4.7854354354354354e-14,9.382392392392392e-14,0.035322581,3.17010762800418e-13,0.77187896,0.407127805,0.423217769,0.057263823,2.91940103626943e-13,0.107618615,0.339527063,1.5313703329969728e-13,0.773908745,1.1795052410901467e-13,1.2650199999999999e-14,2.7116000000000277e-15,0.489,0.773908745,0.642155635,0.559772375,0.039538167,0,0.825111772,7.628920570264844e-14,0.028155948,6,0
0.469068396,0.532871784,0.518550244,0.34234234234234234,0.018737474949899798,5.535909090909091e-13,0.684178561,0.174118242,0.174118242,0.174118242,0.216602061,0.171876177,0.6096096096096056,0.169513559,0.830486441,0.170929794,0.04047976,0.1011011011011011,1.7492592592592593e-14,0.019354839,4.527486415882968e-12,0.815297912,0.231279154,0.720667442,0.026626655,9.73359585492228e-14,0.150275891,0.343226121,1.6517639757820384e-12,0.844812619,6.369496855345912e-14,7.23319e-14,1.3313400000000131e-14,0.7010000000000001,0.844812619,0.640916986,0.578668744,0.032548915,0,0.796947496,4.272421588594748e-12,0.021036874,6,0
0.547165212,0.607555604,0.596712886,3.19013013013013e-14,2.041503006012024e-14,1.8991818181818182e-13,0.130276344,0.201761409,0.201761409,0.201761409,0.248274558,0.200346464,0.6116116116116077,0.07996493,0.92003507,0.198446573,0.068965517,0.23723723723723725,1.1813213213213213e-14,0.019677419,1.0934578892371995e-12,0.786441451,0.206600307,0.346726382,0.042025186,3.391700518134715e-13,0.067805861,0.357989953,1.087205751765893e-12,0.787717831,2.7729958071278825e-13,1.9669600000000002e-14,1.87580000000002e-15,0.653,0.787717831,0.606597747,0.610543357,0.030305798,0,0.84291361,6.658162932790292e-13,0.048041702,6,0
0.644859357,0.668229394,0.667434017,1.9955655655655655e-14,0.7074148296593187,1.868878787878788e-13,0.236056281,0.193839282,0.193839282,0.193839282,0.2574454,0.214732244,0.911911911911911,0.060223116,0.939776884,0.213777242,0.116941529,0.08358358358358359,1.188888888888889e-14,0.02516129,5.791354231974922e-13,0.838403322,0.413461571,0.46704742,0.077882683,9.136807253886012e-13,0.046497648,0.37477537,7.534504540867811e-13,0.705718866,4.0813920335429767e-13,1.7805300000000002e-14,6.2254000000000605e-15,0.8230000000000001,0.705718866,0.653603138,0.633882828,0.015409661,0,0.866552956,3.356232179226104e-14,0.064058169,6,0
0.436747428,0.499727431,0.478933562,3.702912912912913e-14,1.638306613226453e-14,2.949787878787879e-13,0.0,0.179512031,0.179512031,0.179512031,0.197882197,0.161331626,0.5585585585585541,0.115367174,0.884632826,0.160538421,0.08095952,0.5395395395395396,3.0820320320320316e-14,0.024516129,4.586538140020899e-13,0.812013053,0.419755836,0.572883327,0.072350853,3.6560238341968913e-13,0.108580653,0.331630971,7.8113087790111e-13,0.888328693,2.311090146750524e-13,2.67479e-14,9.902300000000098e-15,0.915,0.888328693,0.634867581,0.530606012,0.029518989,0,0.775761374,4.375792260692509e-13,0.032541144,6,0
0.604835958,0.647786742,0.638363938,1.2431831831831832e-14,0.05270541082164328,2.889181818181818e-13,0.225630125,0.19763179,0.19763179,0.19763179,0.263023542,0.220004519,0.8128128128128109,0.102881156,0.897118844,0.219078501,0.175412294,1.1437637637637637e-14,2.983583583583584e-14,0.039516129,7.297229885057472e-13,0.827810972,0.439172458,0.551970544,0.066826236,4.33639792746114e-13,0.084448565,0.367661825,7.709542885973764e-13,0.770089358,3.4677201257861633e-13,1.3084500000000002e-14,7.219000000000073e-16,0.453,0.770089358,0.604289119,0.655664378,0.023788711,0,0.858141978,9.005142566191538e-14,0.036839331,6,0
0.46404719,0.527256869,0.517533059,2.651881881881882e-14,1.090501002004008e-14,3.5054040404040406e-13,0.0,0.181703257,0.181703257,0.181703257,0.209133024,0.165775401,0.7297297297297269,0.176799589,0.823200411,0.164821657,0.112443778,0.4724724724724725,2.8321321321321318e-14,0.037258065,4.979826541274817e-13,0.783541399,0.463404847,0.663926567,0.047491433,1.5492673575129534e-13,0.168454896,0.341540407,6.496611503531786e-13,0.909852696,1.6798018867924526e-13,2.48598e-14,7.585100000000077e-15,0.48400000000000004,0.909852696,0.64498312,0.569658558,0.039623748,0,0.791302514,1.050252545824858e-13,0.020013582,6,1
0.579632428,0.653401657,0.635794207,1.0938538538538539e-14,0.6172344689378757,1.181939393939394e-13,0.060127543,0.198643125,0.198643125,0.198643125,0.256783587,0.206070648,0.0,0.076639357,0.923360643,0.205105196,0.163418291,0.7647647647647647,9.079489489489489e-14,0.031774194,4.795577847439917e-13,0.868191866,0.458832869,0.642333115,0.104138698,8.514537823834197e-13,0.066924651,0.343474486,1.500848133198789e-12,0.809726438,0.0,1.80918e-14,3.14310000000003e-15,0.8160000000000001,0.809726438,0.64527341,0.571747948,0.01615665,0,0.856705949,1.8599052953157014e-13,0.050181571,6,0
0.638229415,0.658853031,0.666898656,5.095415415415415e-14,0.7625250501002003,1.5294454545454547e-12,0.225124,0.185537904,0.185537904,0.185537904,0.252718162,0.205317466,0.9649649649649645,0.062430087,0.937569913,0.204358646,0.169415292,0.21621621621621623,5.6188288288288294e-14,0.031935484,1.1313375130616511e-13,0.917163876,0.56035834,0.80901931,0.105861683,9.160972020725389e-13,0.063204954,0.336542745,2.132398385469223e-12,0.930138954,6.014392033542976e-14,2.19095e-14,5.369700000000054e-15,0.788,0.930138954,0.564028141,0.555913571,0.01207166,0,0.859715592,1.641588594704701e-14,0.061790749,6,0
0.539901526,0.595071958,0.597997751,3.1496196196196196e-14,0.33867735470941884,1.2021414141414143e-13,0.027128252,0.278833593,0.278833593,0.278833593,0.270681668,0.209836559,0.81181181181181,0.049006863,0.950993137,0.205814041,0.094452774,1.1762762762762763e-14,2.5754244244244245e-13,0.021290323,8.955109717868339e-14,0.798811143,0.290389429,0.345624141,0.047798733,4.871041450777203e-13,0.053600009,0.338628671,6.22047931382442e-13,0.989463147,0.0,1.552e-14,3.4501000000000345e-15,0.599,0.989463147,0.646935139,0.561145661,0.024013499,0,0.83039664,3.171802443991886e-13,0.07843369,6,0
0.529712865,0.570704317,0.577761122,1.3867167167167168e-14,0.3246492985971944,6.455191919191919e-13,0.041299727,0.190931693,0.190931693,0.190931693,0.228231067,0.181592227,0.5925925925925885,0.068113795,0.931886205,0.180627404,0.116941529,0.4574574574574575,2.6503903903903904e-14,0.026129032,6.865546499477534e-13,0.864543747,0.392038152,0.645255636,0.109983673,8.372908808290155e-13,0.071911855,0.364679489,1.85862805247225e-12,0.975188902,0.0,2.1191e-14,2.9694000000000297e-15,0.993,0.975188902,0.645125097,0.619340827,0.017295375,0,0.819182771,3.206763747454208e-13,0.056600267,6,0
0.328620875,0.286088094,0.343487339,8.418658658658658e-14,8.62876753507014e-14,3.545808080808081e-13,0.0,0.140449201,0.140449201,0.140449201,0.176231446,0.12819161,0.4854854854854803,0.161925205,0.838074795,0.138134379,0.044977511,1.2145245245245245e-14,0.3783783783783784,0.018064516,6.078075235109718e-13,0.733866846,0.245006494,0.333570353,0.036642118,1.6392673575129535e-13,0.12270653,0.307713928,4.0035307769929366e-13,0.719434373,1.4836979035639412e-12,2.69927e-14,1.0209200000000101e-14,0.796,0.719434373,0.58427989,0.39236072,0.057048979,0,0.631837913,7.204663951120238e-14,0.022198287,6,0
0.579827427,0.629633668,0.61213127,1.433013013013013e-14,0.685370741482966,1.9193838383838386e-13,0.250430205,0.194808478,0.194808478,0.194808478,0.247990924,0.206597876,0.8978978978978969,0.083955619,0.916044381,0.205648141,0.11844078,1.5014214214214212e-14,6.360940940940941e-14,0.025967742,2.2817398119122257e-13,0.8862046,0.589659326,0.625770977,0.066076665,8.644711917098446e-13,0.041645467,0.33327246,7.208678102926337e-13,0.457176489,7.354375262054507e-13,2.4012600000000002e-14,1.3179800000000131e-14,0.6910000000000001,0.457176489,0.634118276,0.544056739,0.010252431,0,0.846300288,1.4702128309572454e-13,0.045667348,6,0
0.452201043,0.512647187,0.499330799,1.607797797797798e-14,0.4759519038076152,2.9396868686868687e-13,0.0,0.175888079,0.175888079,0.175888079,0.207147584,0.164871582,0.640640640640637,0.132811319,0.867188681,0.164127894,0.110944528,0.6116116116116116,2.1657457457457457e-14,0.02983871,1.1012994775339602e-12,0.803132873,0.382422632,0.575466824,0.080283341,3.6929005181347153e-13,0.119329313,0.340651652,8.707528758829465e-13,0.851046262,2.827389937106918e-14,2.0399e-14,3.732500000000039e-15,0.783,0.851046262,0.656922904,0.564577407,0.032312978,0,0.784666748,3.7504093686354765e-13,0.027840527,6,0
0.480378297,0.548680768,0.533754484,0.5255255255255256,0.0,2.868969696969697e-13,0.03968013,0.184189457,0.184189457,0.184189457,0.22293656,0.176696543,0.7387387387387361,0.161774042,0.838225958,0.175718272,0.076461769,0.14114114114114115,2.249049049049049e-14,0.026451613,1.7914278056426333e-11,0.807904376,0.061306689,0.681609059,0.054949823,2.059338860103627e-13,0.146571565,0.328935445,2.113343289606458e-12,0.862765387,3.352120545073375e-13,3.83166e-14,0.300999999999993,0.8240000000000001,0.862765387,0.64208975,0.503379697,0.033559179,0,0.804857533,3.7355773930753947e-13,0.022221514,6,0
